,MonthlyCharge,Tenure
0,-0.003942558795863967,-1.0487462125145348
1,1.6303258974820913,-1.2620011592580802
2,-0.29522481741427764,-0.709939803296579
3,-1.2265210716378776,-0.6595239638828064
4,-0.5280857047971815,-1.2425512017143743
5,0.2883698820424217,-1.0409751428135001
6,0.6402676647225805,-0.8051442122278709
7,-1.3430982633741453,-1.1444758337339471
8,-1.2844669060845046,-0.9948475885163598
9,-0.23618767028397689,-1.1763258177700682
10,0.05433745551954222,-0.5770772231059956
11,-0.527764868835358,-0.9078143071046398
12,-0.8193965142531648,-0.8136641324836795
13,0.28752742274395915,-0.6673905557377415
14,-0.2948056836666627,-0.9252790723682481
15,0.11704315239957072,-0.7811957463028438
16,0.5202835849094483,-0.7088806634846492
17,0.6999856072733608,-1.218636000354586
18,-0.46887827730447623,-0.6586643495147995
19,-0.5281706586760181,-0.8214296515667315
20,0.28768908662194215,-0.5321993969828047
21,-1.0509561028982644,-1.2143752859646828
22,-1.1099082961497284,-1.054162420093918
23,-0.5280857047971815,-0.9826308773775781
24,-0.2355068748634973,-1.0875153205165573
25,-1.866975020280065,-1.1485071989623208
26,1.164975772648398,-0.9122140515257888
27,-0.7601890867604595,-1.25308568712767
28,0.640588500684404,-1.2516498984328337
29,1.9800783851314638,-1.100544923191214
30,1.3385895268468702,-0.8866023841903011
31,-0.5853507438233292,-1.1701197658139526
32,1.3385895268468702,-1.1269605980785402
33,0.05433745551954222,-0.515357688285214
34,2.2132683523558807,-1.1744634661179154
35,-0.2361743263770214,-1.098550980314668
36,1.3359816663294255,-1.1804516554861881
37,-0.7597302473211176,-1.0349026237845231
38,0.2873682506601193,-0.9333207387803955
39,-0.5857107032819852,-0.6990525517323531
40,-0.0038881119294389916,-0.9585756452581669
41,-1.517032853534441,-1.1921811278961985
42,1.9216367069380744,-1.1573343176802533
43,0.461841906716059,-0.6038404254573242
44,1.6303258974820913,-0.9729992408161331
45,1.6895333249747972,-0.9132841365325185
46,0.2873682506601193,-0.4639909371848937
47,0.5212132337151381,-0.9492204971909545
48,-1.5756974890841853,-1.0122593134363107
49,-1.866209270980749,-0.8682032012376165
50,0.28771763745951173,-1.179286103995116
51,0.35004344052773684,-1.028197013600445
52,-0.527764868835358,-1.0982504698011073
53,-0.06241474400166477,-1.2470210102072885
54,-0.2939743326467642,-0.84890345578031
55,-0.9935207835097114,-0.7767841860936733
56,-1.3430982633741453,-0.9440689105057617
57,-0.7011778356590141,-1.0511123200381538
58,1.1067043748174135,-0.7112042140138669
59,-1.109587460187905,-1.0321779935297548
60,-0.1783876640142341,-1.1971666963493675
61,0.5205277108721246,-1.217064843981979
62,-0.4696984734702173,-1.004687944054223
63,-1.8658884350189253,-0.8424395136518485
64,-1.0511200024046383,-0.9413617104198202
